Symbol,Name,Market Cap,Country,IPO Year,Volume,Sector,Industry
RVPH,Reviva Pharmaceuticals Holdings Inc. Common Stock ,20794940,United States,2020,37553,Health Care,Biotechnology: Pharmaceutical Preparations
RVPHW,Reviva Pharmaceuticals Holdings Inc. Warrants,0,United States,2018,17217,Health Care,Biotechnology: Pharmaceutical Preparations
RVSB,Riverview Bancorp Inc Common Stock,116510136,United States,,37523,Finance,Major Banks
RVSN,Rail Vision Ltd. Ordinary Share,23049258,Israel,2022,12761,,
RVYL,Ryvyl Inc. Common Stock,15887210,United States,,172969,Technology,EDP Services
RWAY,Runway Growth Finance Corp. Common Stock,482237064,United States,2021,225711,,
RWAYL,Runway Growth Finance Corp. 7.50% Notes due 2027,0,United States,,13538,,
RWAYZ,Runway Growth Finance Corp. 8.00% Notes due 2027,0,United States,,12523,,
RWLK,ReWalk Robotics Ltd. Ordinary Shares,40622353,Israel,2014,556254,Health Care,Industrial Specialties
RWOD,Redwoods Acquisition Corp. Common Stock,153670550,United States,2022,28600,Industrials,Consumer Electronics/Appliances
RWODR,Redwoods Acquisition Corp. Rights,0,United States,2022,145000,Finance,Blank Checks
RWODU,Redwoods Acquisition Corp. Unit,0,United States,2022,8,Industrials,Consumer Electronics/Appliances
RWODW,Redwoods Acquisition Corp. Warrants,0,United States,2022,10000,Industrials,Consumer Electronics/Appliances
RXDX,Prometheus Biosciences Inc. Common Stock,5241953165,United States,2021,719727,Health Care,Biotechnology: Pharmaceutical Preparations
RXRX,Recursion Pharmaceuticals Inc. Class A Common Stock,1408399185,United States,2021,824942,Health Care,Biotechnology: Pharmaceutical Preparations
RXST,RxSight Inc. Common Stock,520960356,United States,2021,166647,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
RXT,Rackspace Technology Inc. Common Stock,395831018,United States,2020,1325294,Technology,EDP Services
RYAAY,Ryanair Holdings plc American Depositary Shares,21037965764,Ireland,1997,297779,Consumer Discretionary,Air Freight/Delivery Services
RYTM,Rhythm Pharmaceuticals Inc. Common Stock,1008071642,United States,2017,434256,Health Care,Biotechnology: Pharmaceutical Preparations
RZLT,Rezolute Inc. Common Stock (NV),78074442,United States,,16727,Health Care,Biotechnology: Pharmaceutical Preparations
SABR,Sabre Corporation Common Stock,1373489334,United States,2014,7914432,Consumer Discretionary,Other Consumer Services
SABRP,Sabre Corporation 6.50% Series A Mandatory Convertible Preferred Stock,0,United States,,628,Consumer Discretionary,Other Consumer Services
SABS,SAB Biotherapeutics Inc. Common Stock,26186677,United States,2021,15166,Health Care,Biotechnology: Pharmaceutical Preparations
SABSW,SAB Biotherapeutics Inc. Warrant,0,United States,2021,7,Health Care,Biotechnology: Pharmaceutical Preparations
SAFT,Safety Insurance Group Inc. Common Stock,1091467989,United States,2002,92887,Finance,Property-Casualty Insurers
SAGA,Sagaliam Acquisition Corp. Class A Common Stock,155600500,United States,2022,1,Industrials,Consumer Electronics/Appliances
SAGE,Sage Therapeutics Inc. Common Stock,2585175250,United States,2014,463118,Health Care,Biotechnology: Pharmaceutical Preparations
SAI,SAI.TECH Global Corporation Class A Ordinary Shares,28656644,Singapore,2021,326,Finance,Investment Bankers/Brokers/Service
SAIA,Saia Inc. Common Stock,7449447959,United States,,382646,Industrials,Trucking Freight/Courier Services
SAITW,SAI.TECH Global Corporation Warrant,0,Singapore,2021,9791,Finance,Investment Bankers/Brokers/Service
SAL,Salisbury Bancorp Inc. Common Stock,149493476,United States,,3145,Finance,Savings Institutions
SALM,Salem Media Group Inc. Class A Common Stock,27216787,United States,1999,30379,Consumer Discretionary,Broadcasting
SAMA,Schultze Special Purpose Acquisition Corp. II Class A Common Stock,211612500,United States,2021,261849,Industrials,Consumer Electronics/Appliances
SAMAU,Schultze Special Purpose Acquisition Corp. II Units,0,United States,2021,42290,Industrials,Consumer Electronics/Appliances
SAMAW,Schultze Special Purpose Acquisition Corp. II Warrant,0,United States,2021,18548,Industrials,Consumer Electronics/Appliances
SAMG,Silvercrest Asset Management Group Inc. Class A Common Stock,252333675,United States,2013,32431,Finance,Investment Managers
SANA,Sana Biotechnology Inc. Common Stock,667542558,United States,2021,734254,Health Care, Medicinal Chemicals and Botanical Products 
SANG,Sangoma Technologies Corporation Common Shares,79348340,Canada,,4614,,
SANM,Sanmina Corporation Common Stock,3420342804,United States,1993,360828,Technology,Electrical Products
SANW,S&W Seed Company Common Stock (NV),71451894,United States,,23746,Consumer Staples,Farming/Seeds/Milling
SASI,Sigma Additive Solutions Inc. Common Stock,2915583,United States,,3124,Technology,EDP Services
SASR,Sandy Spring Bancorp Inc. Common Stock,1240126390,United States,,466673,Finance,Major Banks
SATL,Satellogic Inc. Class A Ordinary Shares,217145716,Uruguay,,32712,Technology,Radio And Television Broadcasting And Communications Equipment
SATS,EchoStar  Corporation Common Stock,1535427483,United States,,156817,Technology,Radio And Television Broadcasting And Communications Equipment
SAVA,Cassava Sciences Inc. Common Stock,1073021170,United States,,602851,Health Care,Biotechnology: Pharmaceutical Preparations
SBAC,SBA Communications Corporation Class A Common Stock,27513937704,United States,1999,979946,Real Estate,Real Estate Investment Trusts
SBCF,Seacoast Banking Corporation of Florida Common Stock,2213958959,United States,,1258527,Finance,Major Banks
SBET,SharpLink Gaming Ltd. Ordinary Shares,9823322,Israel,,14937,Utilities,Telecommunications Equipment
SBFG,SB Financial Group Inc. Common Stock,92214553,United States,,80201,Finance,Major Banks
SBFM,Sunshine Biopharma Inc. Common Stock,18068506,Canada,,43413,Health Care,Biotechnology: Pharmaceutical Preparations
SBFMW,Sunshine Biopharma Inc. Warrant,0,Canada,,100,Health Care,Biotechnology: Pharmaceutical Preparations
SBGI,Sinclair Broadcast Group Inc. Class A Common Stock,986598011,United States,1995,872033,Consumer Discretionary,Movies/Entertainment
SBIG,SpringBig Holdings Inc. Common Stock,16995805,United States,2021,99699,Technology,EDP Services
SBIGW,SpringBig Holdings Inc. Warrant,0,United States,2021,23540,Technology,EDP Services
SBLK,Star Bulk Carriers Corp. Common Shares,2145160216,Greece,,985162,Consumer Discretionary,Marine Transportation
SBRA,Sabra Health Care REIT Inc. Common Stock,2499166877,United States,,2115766,Real Estate,Real Estate Investment Trusts
SBSI,Southside Bancshares Inc. Common Stock,1084447350,United States,,125826,Finance,Major Banks
SBT,Sterling Bancorp Inc. Common Stock,296139928,United States,2017,128087,Finance,Savings Institutions
SBUX,Starbucks Corporation Common Stock,1.15551E+11,United States,1992,4743712,Consumer Discretionary,Beverages - Non-Alcoholic
SCAQ,Stratim Cloud Acquisition Corp. Class A Common Stock,316562500,United States,2021,8361,Industrials,Consumer Electronics/Appliances
SCAQW,Stratim Cloud Acquisition Corp. Warrant,0,United States,2021,402686,Industrials,Consumer Electronics/Appliances
SCHL,Scholastic Corporation Common Stock,1477777516,United States,1992,205953,Consumer Discretionary,Books
SCHN,Schnitzer Steel Industries Inc. Class A Common Stock,821502704,United States,1993,198090,Industrials,Steel/Iron Ore
SCKT,Socket Mobile Inc. Common Stock,14063049,United States,,8491,Technology,Computer Manufacturing
SCLX,Scilex Holding Company Common Stock,1159832596,United States,2021,121465,Health Care,Biotechnology: Pharmaceutical Preparations
SCLXW,Scilex Holding Company Warrant,,United States,2021,15086,Health Care,Biotechnology: Pharmaceutical Preparations
SCOR,comScore Inc. Common Stock,114091915,United States,2018,384234,Consumer Discretionary,Business Services
SCPH,scPharmaceuticals Inc. Common Stock,235994795,United States,2017,168465,Health Care,Biotechnology: Pharmaceutical Preparations
SCPL,SciPlay Corporation Class A Common Stock,377669361,United States,2019,150753,Technology,Computer Software: Prepackaged Software
SCRM,Screaming Eagle Acquisition Corp. Class A Ordinary Shares,950156250,United States,2022,2020054,Finance,Blank Checks
SCRMU,Screaming Eagle Acquisition Corp. Unit,0,United States,2022,500802,Finance,Blank Checks
SCRMW,Screaming Eagle Acquisition Corp. Warrant,0,United States,2022,166671,Finance,Blank Checks
SCSC,ScanSource Inc. Common Stock,744255565,United States,,107777,Technology,Retail: Computer Software & Peripheral Equipment
SCTL,Societal CDMO Inc. Common Stock,94687378,United States,2014,65417,Health Care,Biotechnology: Pharmaceutical Preparations
SCVL,Shoe Carnival Inc. Common Stock,634330186,United States,1993,497051,Consumer Discretionary,Clothing/Shoe/Accessory Stores
SCWO,374Water Inc. Common Stock,578931690,United States,,367333,Utilities,Environmental Services
SCWX,SecureWorks Corp. Class A Common Stock,685668807,United States,2016,53690,Technology,EDP Services
SCYX,SCYNEXIS Inc. Common Stock,50944908,United States,2014,962087,Health Care,Biotechnology: Pharmaceutical Preparations
SDAC,Sustainable Development Acquisition I Corp. Class A Common Stock,396498438,United States,2021,2,Industrials,Consumer Electronics/Appliances
SDACU,Sustainable Development Acquisition I Corp. Unit,0,United States,2021,66,Industrials,Consumer Electronics/Appliances
SDC,SmileDirectClub Inc. Class A Common Stock,50272842,United States,2019,1567867,Health Care,Medical/Dental Instruments
SDGR,Schrodinger Inc. Common Stock,1906314510,United States,2020,437484,Technology,Computer Software: Prepackaged Software
SDIG,Stronghold Digital Mining Inc. Class A Common Stock,20833631,United States,2021,1665199,Finance,Investment Bankers/Brokers/Service
SEAC,SeaChange International Inc. Common Stock,19222562,United States,1996,28190,Technology,Radio And Television Broadcasting And Communications Equipment
SEAT,Vivid Seats Inc. Class A Common Stock,1413384000,United States,,242195,Industrials,Industrial Machinery/Components
SEATW,Vivid Seats Inc. Warrant,0,United States,,5528,Industrials,Industrial Machinery/Components
SECO,Secoo Holding Limited ADS,3956543,China,2017,223846,Miscellaneous,Diversified Commercial Services
SEDG,SolarEdge Technologies Inc. Common Stock,16644115620,Israel,2015,2111821,Technology,Semiconductors
SEED,Origin Agritech Limited Common Stock,43883510,China,,21841,Consumer Staples,Farming/Seeds/Milling
SEEL,Seelos Therapeutics Inc. Common Stock,77161144,United States,,935649,Health Care,Biotechnology: Pharmaceutical Preparations
SEER,Seer Inc. Class A Common Stock,262468166,United States,2020,517484,Health Care, Medicinal Chemicals and Botanical Products 
SEIC,SEI Investments Company Common Stock,7609668640,United States,1981,388653,Finance,Investment Bankers/Brokers/Service
SELB,Selecta Biosciences Inc. Common Stock,192819182,United States,2016,14701596,Health Care,Biotechnology: Pharmaceutical Preparations
SELF,Global Self Storage Inc. Common Stock,58081938,United States,,16842,Real Estate,Real Estate Investment Trusts
SENEA,Seneca Foods Corp. Class A Common Stock,402613864,United States,,50101,Consumer Staples,Packaged Foods
SENEB,Seneca Foods Corp. Class B Common Stock,392738430,United States,,81,Consumer Staples,Packaged Foods
SEPA,SEP Acquisition Corp Class A Common Stock,228224975,United States,2021,58,Industrials,Consumer Electronics/Appliances
SEPAW,SEP Acquisition Corp Warrants,0,United States,2021,1312,Industrials,Consumer Electronics/Appliances
SERA,Sera Prognostics Inc. Class A Common Stock,130581482,United States,2021,87012,Health Care,Precision Instruments
SEV,Sono Group N.V. Common Shares,40387311,Germany,2021,1579629,Consumer Discretionary,Auto Manufacturing
SEVN,Seven Hills Realty Trust Common Stock,154571726,United States,,32527,Real Estate,Real Estate Investment Trusts
SFBC,Sound Financial Bancorp Inc. Common Stock,99391823,United States,,981,Finance,Savings Institutions
SFE,Safeguard Scientifics Inc. Common Stock,29171583,United States,,3481,Finance,Finance/Investors Services
SFIX,Stitch Fix Inc. Class A Common Stock,600579664,United States,2017,2652092,Consumer Discretionary,Apparel
SFM,Sprouts Farmers Market Inc. Common Stock,3521711677,United States,2013,1238024,Consumer Discretionary,Specialty Foods
SFNC,Simmons First National Corporation Class A Common Stock,2424050158,United States,,1139902,Finance,Major Banks
SFR,Appreciate Holdings Inc. Class A Common Stock,31849769,United States,2021,107717,,
SFST,Southern First Bancshares Inc. Common Stock,270091719,United States,,79200,Finance,Major Banks
SFT,Shift Technologies Inc. Class A Common Stock,251595828,United States,2019,273651,Consumer Discretionary,Other Specialty Stores
SGA,Saga Communications Inc. Class A Common Stock (FL),136848585,United States,,11421,Consumer Discretionary,Broadcasting
SGBX,Safe & Green Holdings Corp. Common Stock,9399161,United States,2017,12811,Industrials,Metal Fabrications
SGC,Superior Group of Companies Inc. Common Stock,133791349,United States,,76215,,
SGEN,Seagen Inc. Common Stock,37341062357,United States,2001,1047736,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SGH,SMART Global Holdings Inc. Ordinary Shares,778905921,United States,2017,524742,Technology,Semiconductors
SGHL,Signal Hill Acquisition Corp. Class A Common Stock,129618750,,2022,1901,Industrials,Consumer Electronics/Appliances
SGHLW,Signal Hill Acquisition Corp. Warrant,0,,2022,3700,Industrials,Consumer Electronics/Appliances
SGHT,Sight Sciences Inc. Common Stock,452622239,United States,2021,61621,Health Care,Medical Specialities
SGII,Seaport Global Acquisition II Corp. Class A Common Stock,80160550,United States,2021,2300,Industrials,Consumer Electronics/Appliances
SGLY,Singularity Future Technology Ltd. Common Stock,12308986,United States,2008,22351,Consumer Discretionary,Oil Refining/Marketing
SGMA,SigmaTron International Inc. Common Stock,14206814,United States,1994,257784,Technology,Electrical Products
SGML,Sigma Lithium Corporation Common Shares,3650445000,Canada,,2060953,Industrials,Industrial Machinery/Components
SGMO,Sangamo Therapeutics Inc. Common Stock,311372013,United States,2000,2198441,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SGRP,SPAR Group Inc. Common Stock,29305518,United States,,7879,Consumer Discretionary,Business Services
SGRY,Surgery Partners Inc. Common Stock,4056956268,United States,2015,689769,Health Care,Managed Health Care
SGTX,Sigilon Therapeutics Inc. Common Stock,36351545,United States,2020,181520,Health Care, Medicinal Chemicals and Botanical Products 
SHBI,Shore Bancshares Inc Common Stock,293802699,United States,,198784,Finance,Major Banks
SHC,Sotera Health Company Common Stock,5066758442,United States,2020,852917,Health Care,Medical Specialities
SHCR,Sharecare Inc. Class A Common Stock,809560802,United States,2021,481607,Technology,Computer Software: Prepackaged Software
SHCRW,Sharecare Inc. Warrant,0,United States,2020,27904,Technology,Computer Software: Prepackaged Software
SHEN,Shenandoah Telecommunications Co Common Stock,960885471,United States,,156842,Telecommunications,Telecommunications Equipment
SHFS,SHF Holdings Inc. Class A Common Stock,13243274,United States,2021,222105,Finance,Major Banks
SHFSW,SHF Holdings Inc. Warrants,0,United States,2021,18193,Finance,Major Banks
SHIP,Seanergy Maritime Holdings Corp Common Stock,839214209,Greece,,156922,,
SHLS,Shoals Technologies Group Inc. Class A Common Stock,2512306874,United States,2021,4390281,Technology,Semiconductors
SHOO,Steven Madden Ltd. Common Stock,2778882602,United States,1993,590073,Consumer Discretionary,Shoe Manufacturing
SHPH,Shuttle Pharmaceuticals Holdings Inc. Common Stock,18908349,United States,2022,65343,Health Care,Biotechnology: Pharmaceutical Preparations
SHUA,SHUAA Partners Acquisition Corp I Class A Ordinary Share,142331500,United Arab Emirates,2022,82093,Finance,Blank Checks
SHUAU,SHUAA Partners Acquisition Corp I Unit,0,United Arab Emirates,2022,1600,Finance,Blank Checks
SHUAW,SHUAA Partners Acquisition Corp I Warrant,0,United Arab Emirates,2022,300431,Finance,Blank Checks
SHYF,The Shyft Group Inc. Common Stock,809787566,United States,,147404,Consumer Discretionary,Auto Manufacturing
SIBN,SI-BONE Inc. Common Stock,680612887,United States,2018,235168,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SIDU,Sidus Space Inc. Class A Common Stock,13697234,United States,2021,1566178,,
SIEB,Siebert Financial Corp. Common Stock,49888807,United States,,8220,Finance,Investment Bankers/Brokers/Service
SIEN,Sientra Inc. Common Stock,14947393,United States,2014,30570,Health Care,Medical Electronics
SIFY,Sify Technologies Limited American Depositary Shares,235737656,India,,59458,Consumer Discretionary,Telecommunications Equipment
SIGA,SIGA Technologies Inc. Common Stock,393600152,United States,,677114,Health Care,Biotechnology: Pharmaceutical Preparations
SIGI,Selective Insurance Group Inc. Common Stock,5710466966,United States,,302117,Finance,Property-Casualty Insurers
SIGIP,Selective Insurance Group Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.60% Non-Cumulative Preferred Stock Series B,0,United States,,3810,Finance,Property-Casualty Insurers
SILC,Silicom Ltd Ordinary Shares,243353650,Israel,,12852,Technology,Computer Manufacturing
SILK,Silk Road Medical Inc. Common Stock,1601528283,United States,2019,578110,Health Care,Medical/Dental Instruments
SILO,Silo Pharma Inc. Common Stock,5806774,United States,,45876,Health Care,Biotechnology: Commercial Physical & Biological Resarch
SIMO,Silicon Motion Technology Corporation American Depositary Shares,2162835175,Taiwan,2005,198475,Technology,Semiconductors
SINT,SiNtx Technologies Inc. Common Stock,5618143,United States,2014,436407,Health Care,Industrial Specialties
SIOX,Sio Gene Therapies Inc. Common Stock,30070917,United Kingdom,,231672,Health Care,Biotechnology: Pharmaceutical Preparations
SIRI,Sirius XM Holdings Inc. Common Stock,14783901680,United States,,16238537,Consumer Discretionary,Movies/Entertainment
SISI,Shineco Inc. Common Stock,1852597,China,2016,15704,,
SITM,SiTime Corporation Common Stock,2876322113,United States,2019,103930,Technology,Semiconductors
SJ,Scienjoy Holding Corporation Class A Ordinary Shares ,157797422,China,2019,135817,Technology,EDP Services
SKGRW,SK Growth Opportunities Corporation Warrant,0,United States,2022,46390,Finance,Blank Checks
SKIN,The Beauty Health Company Class A Common Stock,1634090460,United States,2020,1743059,Consumer Discretionary,Package Goods/Cosmetics
SKWD,Skyward Specialty Insurance Group Inc. Common Stock,767175997,United States,2023,223020,Finance,Property-Casualty Insurers
SKYA,Skydeck Acquisition Corp. Class A Ordinary Shares,282338946,United States,2021,1347,Finance,Blank Checks
SKYAU,Skydeck Acquisition Corp. Units,0,United States,2021,100,Finance,Blank Checks
SKYAW,Skydeck Acquisition Corp. Warrants,0,United States,2021,5636,Finance,Blank Checks
SKYT,SkyWater Technology Inc. Common Stock,491242806,United States,2021,227341,Technology,Semiconductors
SKYW,SkyWest Inc. Common Stock,940476883,United States,1986,606435,Consumer Discretionary,Air Freight/Delivery Services
SKYX,SKYX Platforms Corp. Common Stock,305770692,United States,2022,146210,Technology,Electrical Products
SLAB,Silicon Laboratories Inc. Common Stock,5624775709,United States,2000,390840,Technology,Semiconductors
SLAC,Social Leverage Acquisition Corp I Class A Common Stock,433841813,United States,,3,Industrials,Consumer Electronics/Appliances
SLACU,Social Leverage Acquisition Corp I Units each consisting of one share of Class A common stock and one-fourth of one redeemable warrant,0,United States,,345,Industrials,Consumer Electronics/Appliances
SLACW,Social Leverage Acquisition Corp I Redeemable warrants each whole warrant exercisable for one share of Class A common stock at an exercise price of $11.50,0,United States,,9754,Industrials,Consumer Electronics/Appliances
SLAM,Slam Corp. Class A Ordinary Share,739593750,United States,2021,4726,Finance,Blank Checks
SLAMU,Slam Corp. Unit,0,United States,2021,579,Finance,Blank Checks
SLAMW,Slam Corp. warrant,0,United States,2021,251402,Finance,Blank Checks
SLDB,Solid Biosciences Inc. Common Stock,71186504,United States,2018,56822,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SLDP,Solid Power Inc. Class A Common Stock,522168661,United States,2021,2236833,Energy,Electrical Products
SLDPW,Solid Power Inc. Warrant,0,United States,2021,19591,Energy,Electrical Products
SLGC,SomaLogic Inc. Class A Common Stock,436935545,United States,2021,529766,Health Care,Biotechnology: Commercial Physical & Biological Resarch
SLGCW,SomaLogic Inc. Warrant,0,United States,2021,23070,Health Care,Biotechnology: Commercial Physical & Biological Resarch
SLGG,Super League Gaming Inc. Common Stock,7595404,United States,2019,19622,Industrials,Industrial Machinery/Components
SLGL,Sol-Gel Technologies Ltd. Ordinary Shares,89371094,Israel,2018,1532,Health Care,Biotechnology: Pharmaceutical Preparations
SLM,SLM Corporation Common Stock,3003936000,United States,,2476021,Finance,Finance: Consumer Services
SLMBP,SLM Corporation Floating Rate Non-Cumulative Preferred Stock Series B,0,United States,,23786,Finance,Finance: Consumer Services
SLN,Silence Therapeutics Plc American Depository Share,964141982,United Kingdom,,28116,Health Care,Biotechnology: Pharmaceutical Preparations
SLNA,Selina Hospitality PLC Ordinary Shares,136981261,United Kingdom,,156371,Finance,Blank Checks
SLNG,Stabilis Solutions Inc. Common Stock,68214779,United States,,6005,Utilities,Oil/Gas Transmission
SLNH,Soluna Holdings Inc. Common Stock,6045273,United States,,1077655,Technology,EDP Services
SLNHP,Soluna Holdings Inc 9.0% Series A Cumulative Perpetual Preferred Stock ,0,United States,,1098,Technology,EDP Services
SLNO,Soleno Therapeutics Inc. Common Stock,17461077,United States,2014,26597,Health Care,Biotechnology: Pharmaceutical Preparations
SLP,Simulations Plus Inc. Common Stock,880878492,United States,,92552,Technology,Computer Software: Prepackaged Software
SLRC,SLR Investment Corp. Common Stock,823780671,United States,2010,274389,Finance,Finance/Investors Services
SLRX,Salarius Pharmaceuticals Inc. Common Stock,4396978,United States,2015,9233,Health Care,Biotechnology: Pharmaceutical Preparations
SLS,SELLAS Life Sciences Group Inc. Common Stock,26764721,United States,,489443,Health Care,Biotechnology: Pharmaceutical Preparations
SLVR,SilverSPAC Inc. Class A Ordinary Share,318593750,United States,2021,3231,Finance,Blank Checks
SLVRU,SilverSPAC Inc. Unit,0,United States,2021,10099,Finance,Blank Checks
SLVRW,SilverSPAC Inc. Warrant,0,United States,2021,21070,Finance,Blank Checks
SMAP,SportsMap Tech Acquisition Corp. Common Stock,156068500,United States,2021,125,Industrials,Consumer Electronics/Appliances
SMBC,Southern Missouri Bancorp Inc. Common Stock,461333270,United States,,190170,Finance,Banks
SMBK,SmartFinancial Inc. Common Stock,397844950,United States,,76761,Finance,Major Banks
SMCI,Super Micro Computer Inc. Common Stock,5806222354,United States,2020,2035195,Technology,Computer Manufacturing
SMFL,Smart for Life Inc. Common Stock,5802551,United States,2022,463280,Consumer Staples,Farming/Seeds/Milling
SMID,Smith-Midland Corporation Common Stock,96139494,United States,,7077,Industrials,Building Materials
SMLR,Semler Scientific Inc. Common Stock,149863808,United States,,55757,Health Care,Medical/Dental Instruments
SMMF,Summit Financial Group Inc. Common Stock,285586652,United States,,23072,Finance,Major Banks
SMMT,Summit Therapeutics Inc. Common Stock ,135633234,United States,2015,2306110,Health Care, Medicinal Chemicals and Botanical Products 
SMPL,The Simply Good Foods Company Common Stock,3737890282,United States,,453829,Consumer Staples,Packaged Foods
SMSI,Smith Micro Software Inc. Common Stock,65235014,United States,1995,432833,Technology,Computer Software: Prepackaged Software
SMTC,Semtech Corporation Common Stock,1966202053,United States,,973225,Technology,Semiconductors
SMTI,Sanara MedTech Inc. Common Stock,331817011,United States,,30081,Health Care,Medical/Dental Instruments
SMX,SMX (Security Matters) Public Limited Company Class A Ordinary Shares,,Ireland,,136970,Finance,Blank Checks
SMXWW,SMX (Security Matters) Public Limited Company Warrant,,Ireland,,11400,Finance,Blank Checks
SNAL,Snail Inc. Class A Common Stock,49085011,United States,2022,16889,,
SNAX,Stryve Foods Inc. Class A Common Stock,15181441,United States,2019,17386,Consumer Staples,Specialty Foods
SNAXW,Stryve Foods Inc. Warrant,0,United States,2019,2000,Consumer Staples,Specialty Foods
SNBR,Sleep Number Corporation Common Stock,629008590,United States,,357387,Consumer Discretionary,Home Furnishings
SNCE,Science 37 Holdings Inc. Common Stock,40050628,United States,2020,1011270,Technology,Computer Software: Prepackaged Software
SNCR,Synchronoss Technologies Inc. Common Stock,85414235,United States,2018,84094,Technology,EDP Services
SNCRL,Synchronoss Technologies Inc. 8.375% Senior Notes due 2026,0,United States,,12736,Technology,EDP Services
SNCY,Sun Country Airlines Holdings Inc. Common Stock,1078860979,United States,2021,397717,Consumer Discretionary,Air Freight/Delivery Services
SND,Smart Sand Inc. Common Stock,79234062,United States,2016,586553,Industrials,Metal Fabrications
SNDL,SNDL Inc. Common Shares,411906000,Canada,2019,6337785,Health Care,Pharmaceuticals and Biotechnology
SNDX,Syndax Pharmaceuticals Inc. Common Stock,1571088178,United States,2016,809146,Health Care,Biotechnology: Pharmaceutical Preparations
SNES,SenesTech Inc. Common Stock,1159754,United States,2016,45387,Industrials,Multi-Sector Companies
SNEX,StoneX Group Inc. Common Stock,2023571130,United States,,103759,Finance,Investment Bankers/Brokers/Service
SNFCA,Security National Financial Corporation Class A Common Stock,132053707,United States,,14767,Finance,Diversified Financial Services
SNGX,Soligenix Inc. Common Stock,5893582,United States,,33022,Health Care,Biotechnology: Pharmaceutical Preparations
SNOA,Sonoma Pharmaceuticals Inc. Common Stock,5067679,United States,2007,71463,Health Care,Biotechnology: Pharmaceutical Preparations
SNPO,Snap One Holdings Corp. Common Stock,713083868,United States,2021,29764,Consumer Discretionary,Electronics Distribution
SNPS,Synopsys Inc. Common Stock,57015655802,United States,1992,896102,Technology,EDP Services
SNPX,Synaptogenix Inc. Common Stock,5929898,United States,,120521,Health Care, Medicinal Chemicals and Botanical Products 
SNRH,Senior Connect Acquisition Corp. I Class A Common Stock,516982500,United States,2021,9628,Industrials,Consumer Electronics/Appliances
SNSE,Sensei Biotherapeutics Inc. Common Stock,43622813,United States,2021,13394,Health Care,Biotechnology: Pharmaceutical Preparations
SNT,Senstar Technologies Ltd. Ordinary Shares,31002283,Israel,,12162,Telecommunications,Telecommunications Equipment
SNTG,Sentage Holdings Inc. Ordinary Shares,5278000,China,2021,7564,Finance,Finance: Consumer Services
SNTI,Senti Biosciences Inc. Common Stock,56137059,United States,2021,305189,Health Care,Biotechnology: Pharmaceutical Preparations
SNY,Sanofi ADS,1.21268E+11,France,,1116571,Health Care,Biotechnology: Pharmaceutical Preparations
SOBR,SOBR Safe Inc. Common Stock,31619330,United States,,426171,Industrials,Industrial Machinery/Components
SOFI,SoFi Technologies Inc. Common Stock  ,4518070537,United States,,29210306,Finance,Diversified Financial Services
SOFO,Sonic Foundry Inc. Common Stock,10487580,United States,,2041,Technology,Computer Software: Prepackaged Software
SOHO,Sotherly Hotels Inc. Common Stock,39040142,United States,,7309,Real Estate,Real Estate Investment Trusts
SOHOB,Sotherly Hotels Inc. 8.0% Series B Cumulative Redeemable Perpetual Preferred Stock,0,United States,,227,Real Estate,Real Estate Investment Trusts
SOHON,Sotherly Hotels Inc. 8.25% Series D Cumulative Redeemable Perpetual Preferred Stock,0,United States,,405,Real Estate,Real Estate Investment Trusts
SOHOO,Sotherly Hotels Inc. 7.875% Series C Cumulative Redeemable Perpetual Preferred Stock,0,United States,,252,Real Estate,Real Estate Investment Trusts
SOHU,Sohu.com Limited American Depositary Shares,473988496,China,,22263,Technology,EDP Services
SOLO,Electrameccanica Vehicles Corp. Ltd. Common Stock,37453362,Canada,,1680002,Consumer Discretionary,Auto Parts:O.E.M.
SOLOW,Electrameccanica Vehicles Corp. Ltd. Warrants,0,Canada,,110179,Consumer Discretionary,Auto Parts:O.E.M.
SOND,Sonder Holdings Inc. Class A Common Stock,179789253,United States,2021,652888,,
SONDW,Sonder Holdings Inc. Warrants,0,United States,2021,310,,
SONM,Sonim Technologies Inc. Common Stock,24163373,United States,2019,550323,Telecommunications,Telecommunications Equipment
SONN,Sonnet BioTherapeutics Holdings Inc. Common Stock,11856482,United States,,58508,Health Care,Biotechnology: Commercial Physical & Biological Resarch
SONO,Sonos Inc. Common Stock,2488377614,United States,2018,1020455,Consumer Discretionary,Consumer Electronics/Video Chains
SOPA,Society Pass Incorporated Common Stock,30393361,United States,2021,112686,Technology,EDP Services
SOPH,SOPHiA GENETICS SA Ordinary Shares,299222850,Switzerland,2021,59437,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SOTK,Sono-Tek Corporation Common Stock,83568374,United States,,3439,Industrials,Industrial Machinery/Components
SOUN,SoundHound AI Inc Class A Common Stock,396150557,United States,,10157631,Technology,EDP Services
SOUNW,SoundHound AI Inc. Warrant,0,United States,2021,33397,Technology,EDP Services
SOVO,Sovos Brands Inc. Common Stock,1587122420,United States,2021,439856,Consumer Discretionary,Specialty Foods
